total_time,total_cpu_usage,total_memory_usage,max_ram_usage,swaps,brand_raw,vendor_id_raw,arch,count,l2_cache_size,l3_cache_size,hz_actual_friendly,hz_advertised_friendly,l2_cache_line_size,l2_cache_associativity,total_ram_gb,benchmark
0.02,100%,0,9616,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9540,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9576,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9552,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9500,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9604,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9644,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9464,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9576,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9572,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9616,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9568,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9576,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9420,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9596,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9580,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9616,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9540,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.03,100%,0,9500,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9548,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9388,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9444,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9420,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9464,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9552,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9492,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9580,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9640,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9416,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9556,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.03,100%,0,9508,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,92%,0,9572,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9440,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9580,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9556,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9600,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9460,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9420,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9540,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9528,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9468,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9608,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.04,100%,0,9504,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,96%,0,9496,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9572,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9552,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9420,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9496,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9492,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,91%,0,9560,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9556,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9428,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9460,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9616,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,89%,0,9420,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9640,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9644,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9580,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9556,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9460,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.03,100%,0,9644,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9496,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9576,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9460,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9508,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.03,100%,0,9504,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9556,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,95%,0,9604,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9440,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9596,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,90%,0,9392,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,90%,0,9436,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9440,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9464,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
0.02,100%,0,9508,0,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,GenuineIntel,X86_64,8,5242880,8388608,2.4192 GHz,2.4000 GHz,256,7,3.715648651123047,sql_join
1.53,675%,0,662860,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,671%,0,662660,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,675%,0,662136,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662680,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,668%,0,663960,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,676%,0,662440,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.58,666%,0,664176,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,667%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,676%,0,662696,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,664%,0,662536,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.57,668%,0,662420,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662784,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662564,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.59,655%,0,662868,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,666%,0,662364,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,666%,0,662676,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,673%,0,662964,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,666%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,673%,0,662852,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,663992,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,665%,0,663868,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,663%,0,664228,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,676%,0,663124,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,667%,0,662656,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,678%,0,664176,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,665%,0,662340,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,665%,0,664084,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662968,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,666%,0,663832,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,674%,0,663068,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,663%,0,663220,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,675%,0,664172,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,667%,0,662248,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.52,676%,0,662548,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,676%,0,662564,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,667%,0,662696,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,662396,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,674%,0,662992,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,676%,0,664048,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,664%,0,664212,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,665%,0,663868,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,666%,0,663828,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,667%,0,663996,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,667%,0,664176,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.54,668%,0,662356,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.51,679%,0,664124,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,667%,0,663076,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,679%,0,664056,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.57,666%,0,662740,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.55,681%,0,664256,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.53,676%,0,662544,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.56,676%,0,663044,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.58,667%,0,664292,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
1.57,671%,0,662700,0,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,GenuineIntel,X86_64,8,33554432,16777216,2.9040 GHz,2.9000 GHz,512,8,7.561622619628906,matrix_multiplication
